Date,Price,Change %
05/31/2024,133.501,0.14%
05/30/2024,133.31,-0.03%
05/29/2024,133.35,0.20%
05/28/2024,133.08,0.05%
05/27/2024,133.01,0.04%
05/24/2024,132.96,-0.15%
05/23/2024,133.162,-0.07%
05/22/2024,133.25,-0.03%
05/21/2024,133.29,-0.08%
05/20/2024,133.397,0.04%
05/17/2024,133.34,-0.19%
05/16/2024,133.6,0.00%
05/15/2024,133.6,-0.01%
05/14/2024,133.62,0.01%
05/13/2024,133.603,0.00%
05/10/2024,133.598,0.00%
05/09/2024,133.6,-0.02%
05/08/2024,133.63,0.00%
05/07/2024,133.63,0.04%
05/06/2024,133.58,0.08%
05/03/2024,133.475,-0.06%
05/02/2024,133.55,-0.53%
05/01/2024,134.266,0.59%
04/30/2024,133.48,-0.05%
04/29/2024,133.55,0.16%
04/26/2024,133.34,0.03%
04/25/2024,133.3,-0.02%
04/24/2024,133.32,-0.02%
04/23/2024,133.35,-0.02%
04/22/2024,133.38,-0.13%
04/19/2024,133.55,-0.08%
04/18/2024,133.66,0.12%
04/17/2024,133.497,-0.12%
04/16/2024,133.66,0.10%
04/15/2024,133.52,0.04%
04/12/2024,133.46,0.04%
04/11/2024,133.403,0.23%
04/10/2024,133.1,0.08%
04/09/2024,132.987,-0.23%
04/08/2024,133.3,0.02%
04/05/2024,133.27,-0.17%
04/04/2024,133.5,0.00%
04/03/2024,133.5,0.06%
04/02/2024,133.42,0.08%
04/01/2024,133.316,-0.04%
03/29/2024,133.368,-0.05%
03/28/2024,133.44,0.03%
03/27/2024,133.4,0.11%
03/26/2024,133.25,-0.11%
03/25/2024,133.39,-0.07%
03/22/2024,133.48,0.33%
03/21/2024,133.04,-0.01%
03/20/2024,133.05,0.14%
03/19/2024,132.86,0.16%
03/18/2024,132.65,0.04%
03/15/2024,132.6,0.07%
03/14/2024,132.51,-0.05%
03/13/2024,132.58,0.11%
03/12/2024,132.43,0.02%
03/11/2024,132.41,0.06%
03/08/2024,132.326,-0.10%
03/07/2024,132.46,-0.05%
03/06/2024,132.52,-0.08%
03/05/2024,132.63,0.01%
03/04/2024,132.62,-0.02%
03/01/2024,132.64,-0.02%
02/29/2024,132.66,-0.02%
02/28/2024,132.68,0.03%
02/27/2024,132.64,0.02%
02/26/2024,132.62,-0.06%
02/23/2024,132.7,0.12%
02/22/2024,132.54,-0.16%
02/21/2024,132.75,0.01%
02/20/2024,132.74,-0.06%
02/19/2024,132.823,0.00%
02/16/2024,132.82,-0.04%
02/15/2024,132.87,0.02%
02/14/2024,132.85,0.04%
02/13/2024,132.8,0.00%
02/12/2024,132.8,-0.05%
02/09/2024,132.86,0.10%
02/08/2024,132.73,-0.02%
02/07/2024,132.75,-0.11%
02/06/2024,132.89,0.00%
02/05/2024,132.89,0.17%
02/02/2024,132.67,-0.05%
02/01/2024,132.74,-0.10%
01/31/2024,132.87,-0.08%
01/30/2024,132.97,-0.03%
01/29/2024,133.01,0.09%
01/26/2024,132.891,-0.07%
01/25/2024,132.98,-0.02%
01/24/2024,133.0,-0.03%
01/23/2024,133.04,0.05%
01/22/2024,132.967,0.05%
01/19/2024,132.9,-0.08%
01/18/2024,133.0,-0.02%
01/17/2024,133.02,0.08%
01/16/2024,132.91,0.23%
01/15/2024,132.61,-0.05%
01/12/2024,132.68,-0.12%
01/11/2024,132.84,-0.02%
01/10/2024,132.86,-0.09%
01/09/2024,132.98,-0.03%
01/08/2024,133.02,-0.02%
01/05/2024,133.04,-0.10%
01/04/2024,133.17,-0.05%
01/03/2024,133.24,-0.05%
01/02/2024,133.31,0.10%
01/01/2024,133.18,0.04%
12/29/2023,133.13,0.05%
12/28/2023,133.06,-0.22%
12/27/2023,133.35,0.18%
12/26/2023,133.11,-0.11%
12/25/2023,133.262,0.18%
12/22/2023,133.02,-0.17%
12/21/2023,133.24,0.13%
12/20/2023,133.07,-0.02%
12/19/2023,133.09,0.14%
12/18/2023,132.9,0.08%
12/15/2023,132.8,-0.40%
12/14/2023,133.33,-0.08%
12/13/2023,133.44,0.01%
12/12/2023,133.42,-0.01%
12/11/2023,133.43,0.01%
12/08/2023,133.42,0.04%
12/07/2023,133.36,0.03%
12/06/2023,133.32,-0.07%
12/05/2023,133.41,0.02%
12/04/2023,133.38,0.09%
12/01/2023,133.26,-0.13%
11/30/2023,133.43,0.08%
11/29/2023,133.32,-0.01%
11/28/2023,133.33,-0.05%
11/27/2023,133.395,0.00%
11/24/2023,133.39,0.03%
11/23/2023,133.35,0.03%
11/22/2023,133.31,-0.04%
11/21/2023,133.37,0.02%
11/20/2023,133.34,0.08%
11/17/2023,133.23,0.05%
11/16/2023,133.17,0.11%
11/15/2023,133.03,-0.05%
11/14/2023,133.099,-0.17%
11/13/2023,133.33,-0.01%
11/10/2023,133.34,0.07%
11/09/2023,133.25,0.01%
11/08/2023,133.24,0.02%
11/07/2023,133.21,0.05%
11/06/2023,133.14,-0.09%
11/03/2023,133.26,0.05%
11/02/2023,133.19,-0.05%
11/01/2023,133.25,0.04%
10/31/2023,133.2,0.00%
10/30/2023,133.2,0.01%
10/27/2023,133.19,0.02%
10/26/2023,133.17,0.06%
10/25/2023,133.09,0.10%
10/24/2023,132.955,-0.12%
10/23/2023,133.11,0.08%
10/20/2023,133.0,-0.14%
10/19/2023,133.19,-0.02%
10/18/2023,133.21,0.00%
10/17/2023,133.21,-0.02%
10/16/2023,133.24,0.02%
10/13/2023,133.22,0.02%
10/12/2023,133.19,0.07%
10/11/2023,133.1,-0.07%
10/10/2023,133.19,-0.02%
10/09/2023,133.22,0.02%
10/06/2023,133.19,-0.01%
10/05/2023,133.2,0.02%
10/04/2023,133.18,0.04%
10/03/2023,133.13,-0.03%
10/02/2023,133.166,0.23%
09/29/2023,132.86,-0.18%
09/28/2023,133.1,-0.04%
09/27/2023,133.15,-0.02%
09/26/2023,133.17,0.11%
09/25/2023,133.03,0.26%
09/22/2023,132.69,-0.19%
09/21/2023,132.94,0.02%
09/20/2023,132.92,-0.23%
09/19/2023,133.22,-0.01%
09/18/2023,133.23,0.10%
09/15/2023,133.1,0.19%
09/14/2023,132.85,0.05%
09/13/2023,132.78,0.08%
09/12/2023,132.68,-0.13%
09/11/2023,132.85,0.11%
09/08/2023,132.71,-0.32%
09/07/2023,133.14,0.10%
09/06/2023,133.01,0.11%
09/05/2023,132.86,0.35%
09/04/2023,132.4,0.05%
09/01/2023,132.34,-0.09%
08/31/2023,132.46,0.07%
08/30/2023,132.37,0.03%
08/29/2023,132.33,0.09%
08/28/2023,132.21,-0.02%
08/25/2023,132.24,0.09%
08/24/2023,132.12,-0.14%
08/23/2023,132.3,-0.30%
08/22/2023,132.7,-0.20%
08/21/2023,132.97,0.01%
08/18/2023,132.96,-0.06%
08/17/2023,133.04,-0.09%
08/16/2023,133.159,0.34%
08/15/2023,132.71,-0.01%
08/14/2023,132.72,0.13%
08/11/2023,132.55,0.16%
08/10/2023,132.34,-0.12%
08/09/2023,132.5,-0.02%
08/08/2023,132.52,0.11%
08/07/2023,132.37,-0.13%
08/04/2023,132.54,0.14%
08/03/2023,132.36,0.17%
08/02/2023,132.13,0.40%
08/01/2023,131.61,0.02%
07/31/2023,131.59,-0.01%
07/28/2023,131.6,0.39%
07/27/2023,131.09,-0.08%
07/26/2023,131.19,0.15%
07/25/2023,130.99,0.07%
07/24/2023,130.9,-0.16%
07/21/2023,131.11,-0.05%
07/20/2023,131.18,-0.13%
07/19/2023,131.35,0.08%
07/18/2023,131.25,-0.01%
07/17/2023,131.26,-0.15%
07/14/2023,131.46,0.11%
07/13/2023,131.32,-0.21%
07/12/2023,131.6,-0.14%
07/11/2023,131.78,-0.24%
07/10/2023,132.1,-0.21%
07/07/2023,132.38,0.27%
07/06/2023,132.02,0.35%
07/05/2023,131.56,0.25%
07/04/2023,131.23,0.08%
07/03/2023,131.13,-0.10%
06/30/2023,131.26,0.09%
06/29/2023,131.139,-0.12%
06/28/2023,131.29,0.04%
06/27/2023,131.24,-0.02%
06/26/2023,131.26,0.00%
06/23/2023,131.26,0.11%
06/22/2023,131.12,-0.11%
06/21/2023,131.26,-0.10%
06/20/2023,131.39,0.22%
06/19/2023,131.1,0.01%
06/16/2023,131.09,-0.30%
06/15/2023,131.48,0.10%
06/14/2023,131.35,-0.33%
06/13/2023,131.79,-0.08%
06/12/2023,131.89,-0.04%
06/09/2023,131.94,-0.12%
06/08/2023,132.1,0.02%
06/07/2023,132.08,-0.07%
06/06/2023,132.17,-0.08%
06/05/2023,132.27,0.44%
06/02/2023,131.69,-0.12%
06/01/2023,131.85,-0.39%
05/31/2023,132.36,0.02%
05/30/2023,132.34,0.11%
05/29/2023,132.2,0.06%
05/26/2023,132.12,-0.20%
05/25/2023,132.38,0.09%
05/24/2023,132.26,-0.17%
05/23/2023,132.48,-0.03%
05/22/2023,132.52,0.20%
05/19/2023,132.26,0.08%
05/18/2023,132.16,0.27%
05/17/2023,131.81,0.21%
05/16/2023,131.53,-0.11%
05/15/2023,131.67,0.16%
05/12/2023,131.46,0.09%
05/11/2023,131.34,0.12%
05/10/2023,131.18,-0.06%
05/09/2023,131.26,0.30%
05/08/2023,130.87,-0.01%
05/04/2023,130.88,-0.02%
05/03/2023,130.91,-0.08%
05/02/2023,131.01,0.07%
04/28/2023,130.92,-0.02%
04/27/2023,130.94,0.09%
04/26/2023,130.82,-0.18%
04/25/2023,131.06,0.01%
04/24/2023,131.05,-0.22%
04/21/2023,131.34,-0.08%
04/20/2023,131.44,-0.09%
04/19/2023,131.56,0.23%
04/18/2023,131.26,0.08%
04/17/2023,131.16,0.15%
04/13/2023,130.96,-0.27%
04/12/2023,131.32,-0.06%
04/11/2023,131.4,0.18%
04/10/2023,131.17,0.13%
04/07/2023,131.0,-0.02%
04/06/2023,131.02,-0.14%
04/05/2023,131.2,-0.40%
04/03/2023,131.73,0.21%
03/31/2023,131.46,-0.21%
03/29/2023,131.74,0.18%
03/28/2023,131.5,-0.22%
03/27/2023,131.79,-0.14%
03/24/2023,131.97,0.27%
03/23/2023,131.62,-0.46%
03/22/2023,132.23,-0.02%
03/21/2023,132.25,0.02%
03/20/2023,132.22,0.11%
03/17/2023,132.08,-0.22%
03/16/2023,132.37,0.17%
03/15/2023,132.15,0.13%
03/14/2023,131.98,0.44%
03/13/2023,131.4,0.11%
03/10/2023,131.26,0.08%
03/09/2023,131.16,-0.10%
03/08/2023,131.29,0.19%
03/07/2023,131.04,-0.02%
03/06/2023,131.06,-0.06%
03/03/2023,131.14,-0.76%
03/02/2023,132.15,0.11%
03/01/2023,132.0,-0.20%
02/28/2023,132.26,-0.21%
02/27/2023,132.54,0.11%
02/24/2023,132.4,0.02%
02/23/2023,132.37,-0.14%
02/22/2023,132.56,0.08%
02/21/2023,132.46,0.08%
02/20/2023,132.36,-0.13%
02/17/2023,132.53,0.14%
02/16/2023,132.34,-0.11%
02/15/2023,132.48,0.05%
02/14/2023,132.41,0.05%
02/13/2023,132.35,0.27%
02/10/2023,132.0,-0.02%
02/09/2023,132.02,0.02%
02/08/2023,131.99,-0.25%
02/07/2023,132.32,-0.03%
02/06/2023,132.36,1.10%
02/03/2023,130.92,-0.43%
02/02/2023,131.48,0.31%
02/01/2023,131.07,0.00%
01/31/2023,131.07,0.52%
01/30/2023,130.39,-0.04%
01/27/2023,130.44,-0.08%
01/25/2023,130.54,-0.16%
01/24/2023,130.75,0.41%
01/23/2023,130.22,0.33%
01/20/2023,129.79,-0.30%
01/19/2023,130.18,0.15%
01/18/2023,129.98,-0.64%
01/17/2023,130.82,0.18%
01/16/2023,130.58,0.35%
01/13/2023,130.12,-0.28%
01/12/2023,130.48,-0.03%
01/11/2023,130.52,-0.26%
01/10/2023,130.86,-0.70%
01/09/2023,131.78,-0.43%
01/06/2023,132.35,0.20%
01/05/2023,132.09,-0.29%
01/04/2023,132.48,-0.10%
01/03/2023,132.61,0.17%
01/02/2023,132.38,0.02%
12/30/2022,132.35,-0.10%
12/29/2022,132.48,-0.07%
12/28/2022,132.57,0.01%
12/27/2022,132.56,0.24%
12/26/2022,132.24,-0.25%
12/23/2022,132.57,0.11%
12/22/2022,132.42,-0.05%
12/21/2022,132.48,0.05%
12/20/2022,132.41,0.06%
12/19/2022,132.33,-0.20%
12/16/2022,132.59,0.13%
12/15/2022,132.42,0.36%
12/14/2022,131.94,-0.42%
12/13/2022,132.49,0.33%
12/12/2022,132.05,0.32%
12/09/2022,131.63,-0.18%
12/08/2022,131.87,-0.06%
12/07/2022,131.95,-0.17%
12/06/2022,132.18,1.01%
12/05/2022,130.86,0.58%
12/02/2022,130.11,0.13%
12/01/2022,129.94,-0.26%
11/30/2022,130.28,-0.36%
11/29/2022,130.75,0.06%
11/28/2022,130.67,-0.02%
11/25/2022,130.7,0.07%
11/24/2022,130.61,-0.26%
11/23/2022,130.95,0.22%
11/22/2022,130.66,-0.21%
11/21/2022,130.94,0.18%
11/18/2022,130.7,0.05%
11/17/2022,130.64,0.43%
11/16/2022,130.08,0.25%
11/15/2022,129.75,-0.21%
11/14/2022,130.02,0.58%
11/11/2022,129.27,-1.24%
11/10/2022,130.89,0.45%
11/09/2022,130.3,-0.59%
11/07/2022,131.07,-0.63%
11/04/2022,131.9,-0.54%
11/03/2022,132.61,0.12%
11/02/2022,132.45,0.11%
11/01/2022,132.31,-0.11%
10/31/2022,132.45,0.38%
10/28/2022,131.95,-0.02%
10/27/2022,131.98,-0.29%
10/25/2022,132.36,0.06%
10/21/2022,132.28,-0.11%
10/20/2022,132.42,-0.31%
10/19/2022,132.83,0.80%
10/18/2022,131.78,0.02%
10/17/2022,131.76,0.00%
10/14/2022,131.76,0.01%
10/13/2022,131.75,0.04%
10/12/2022,131.7,0.00%
10/11/2022,131.7,-0.01%
10/10/2022,131.71,0.00%
10/07/2022,131.71,0.53%
10/06/2022,131.01,0.44%
10/04/2022,130.43,-0.44%
10/03/2022,131.0,0.66%
09/30/2022,130.14,-0.64%
09/29/2022,130.98,-0.09%
09/28/2022,131.1,0.44%
09/27/2022,130.53,-0.05%
09/26/2022,130.6,0.79%
09/23/2022,129.58,0.15%
09/22/2022,129.38,1.11%
09/21/2022,127.96,0.28%
09/20/2022,127.6,-0.02%
09/19/2022,127.63,0.04%
09/16/2022,127.58,0.05%
09/15/2022,127.52,0.33%
09/14/2022,127.1,0.36%
09/13/2022,126.64,-0.47%
09/12/2022,127.24,-0.07%
09/09/2022,127.33,-0.16%
09/08/2022,127.54,-0.23%
09/07/2022,127.84,0.08%
09/06/2022,127.74,-0.01%
09/05/2022,127.75,0.06%
09/02/2022,127.67,0.30%
09/01/2022,127.29,0.13%
08/30/2022,127.12,-0.64%
08/29/2022,127.94,0.13%
08/26/2022,127.78,-0.02%
08/25/2022,127.81,0.09%
08/24/2022,127.69,-0.07%
08/23/2022,127.78,-0.01%
08/22/2022,127.79,0.12%
08/19/2022,127.64,0.13%
08/18/2022,127.48,0.29%
08/17/2022,127.11,-0.27%
08/12/2022,127.45,0.02%
08/11/2022,127.42,0.15%
08/10/2022,127.23,-0.18%
08/08/2022,127.46,0.54%
08/05/2022,126.77,-0.29%
08/04/2022,127.14,0.38%
08/03/2022,126.66,0.57%
08/02/2022,125.94,-0.39%
08/01/2022,126.43,-0.29%
07/29/2022,126.8,-0.63%
07/28/2022,127.61,-0.18%
07/27/2022,127.84,0.15%
07/26/2022,127.65,0.06%
07/25/2022,127.57,-0.16%
07/22/2022,127.77,-0.11%
07/21/2022,127.91,-0.05%
07/20/2022,127.98,0.06%
07/19/2022,127.9,-0.04%
07/18/2022,127.95,0.12%
07/15/2022,127.8,0.00%
07/14/2022,127.8,0.31%
07/13/2022,127.41,0.04%
07/12/2022,127.36,0.20%
07/11/2022,127.1,0.24%
07/08/2022,126.8,0.09%
07/07/2022,126.68,-0.16%
07/06/2022,126.88,-0.09%
07/05/2022,126.99,0.53%
07/04/2022,126.32,-0.12%
07/01/2022,126.47,0.09%
06/30/2022,126.35,0.29%
06/29/2022,125.99,-0.03%
06/28/2022,126.03,0.55%
06/27/2022,125.34,-0.01%
06/24/2022,125.35,0.06%
06/23/2022,125.28,-0.11%
06/22/2022,125.42,0.40%
06/21/2022,124.92,0.13%
06/20/2022,124.76,-0.12%
06/17/2022,124.91,0.00%
06/16/2022,124.91,0.01%
06/15/2022,124.9,0.10%
06/14/2022,124.78,-0.06%
06/13/2022,124.86,0.26%
06/10/2022,124.53,0.09%
06/09/2022,124.42,0.04%
06/08/2022,124.37,0.02%
06/07/2022,124.34,0.10%
06/06/2022,124.21,0.01%
06/03/2022,124.2,0.02%
06/02/2022,124.17,0.11%
06/01/2022,124.03,-0.15%
05/31/2022,124.22,0.13%
05/30/2022,124.06,-0.03%
05/27/2022,124.1,-0.02%
05/26/2022,124.12,0.06%
05/25/2022,124.04,-0.07%
05/24/2022,124.13,0.09%
05/23/2022,124.02,-0.05%
05/20/2022,124.08,-0.23%
05/19/2022,124.36,0.19%
05/18/2022,124.13,0.02%
05/17/2022,124.1,0.15%
05/13/2022,123.92,0.05%
05/12/2022,123.86,0.23%
05/11/2022,123.58,-0.12%
05/10/2022,123.73,-0.17%
05/09/2022,123.94,0.72%
05/06/2022,123.06,0.86%
05/05/2022,122.01,-0.20%
05/04/2022,122.26,-0.13%
05/02/2022,122.42,0.11%
04/29/2022,122.28,-0.07%
04/28/2022,122.37,-0.07%
04/27/2022,122.45,-0.07%
04/26/2022,122.53,-0.14%
04/25/2022,122.7,0.27%
04/22/2022,122.37,0.44%
04/21/2022,121.83,-0.09%
04/20/2022,121.94,-0.38%
04/19/2022,122.41,0.33%
04/18/2022,122.01,0.11%
04/13/2022,121.88,0.06%
04/12/2022,121.81,0.24%
04/11/2022,121.52,0.07%
04/08/2022,121.43,-0.09%
04/07/2022,121.54,0.27%
04/06/2022,121.21,0.58%
04/05/2022,120.51,-0.30%
04/04/2022,120.87,-0.32%
03/31/2022,121.26,-0.16%
03/30/2022,121.46,-0.09%
03/29/2022,121.57,-0.23%
03/28/2022,121.85,-0.06%
03/25/2022,121.92,-0.21%
03/24/2022,122.18,0.08%
03/23/2022,122.08,0.16%
03/22/2022,121.88,0.08%
03/21/2022,121.78,0.42%
03/17/2022,121.27,-0.61%
03/16/2022,122.02,-0.46%
03/15/2022,122.58,0.07%
03/14/2022,122.5,-0.03%
03/11/2022,122.54,0.37%
03/10/2022,122.09,-0.33%
03/09/2022,122.5,-0.45%
03/08/2022,123.05,-0.07%
03/07/2022,123.14,1.05%
03/04/2022,121.86,0.33%
03/03/2022,121.46,0.28%
03/02/2022,121.12,0.48%
02/28/2022,120.54,0.07%
02/25/2022,120.46,-0.48%
02/24/2022,121.04,1.47%
02/23/2022,119.29,-0.43%
02/22/2022,119.8,0.49%
02/21/2022,119.21,-0.21%
02/18/2022,119.46,-0.60%
02/17/2022,120.18,0.05%
02/16/2022,120.12,-0.34%
02/15/2022,120.53,-0.36%
02/14/2022,120.97,0.30%
02/11/2022,120.61,0.59%
02/10/2022,119.9,0.18%
02/09/2022,119.69,0.08%
02/08/2022,119.6,0.08%
02/04/2022,119.51,-0.23%
02/03/2022,119.78,0.03%
02/02/2022,119.74,0.07%
02/01/2022,119.66,0.23%
01/31/2022,119.38,-0.57%
01/28/2022,120.06,-0.04%
01/27/2022,120.11,0.39%
01/25/2022,119.64,0.28%
01/24/2022,119.3,0.20%
01/21/2022,119.06,-0.12%
01/20/2022,119.2,0.10%
01/19/2022,119.08,-0.19%
01/18/2022,119.31,0.45%
01/17/2022,118.78,0.12%
01/14/2022,118.64,0.36%
01/13/2022,118.21,-0.04%
01/12/2022,118.26,0.01%
01/11/2022,118.25,-0.18%
01/10/2022,118.46,-0.36%
01/07/2022,118.89,-0.24%
01/06/2022,119.18,0.17%
01/05/2022,118.98,-0.25%
01/04/2022,119.28,0.39%
01/03/2022,118.82,-0.09%
12/31/2021,118.93,-0.11%
12/30/2021,119.06,-0.43%
12/29/2021,119.58,0.12%
12/28/2021,119.44,-0.46%
12/27/2021,119.99,-0.03%
12/24/2021,120.03,-0.29%
12/23/2021,120.38,-0.41%
12/22/2021,120.88,-0.07%
12/21/2021,120.96,-0.40%
12/20/2021,121.45,-0.24%
12/17/2021,121.74,0.00%
12/16/2021,121.74,-0.19%
12/15/2021,121.97,0.49%
12/14/2021,121.38,0.13%
12/13/2021,121.22,0.00%
12/10/2021,121.22,0.32%
12/09/2021,120.83,0.09%
12/08/2021,120.72,0.02%
12/07/2021,120.7,0.02%
12/06/2021,120.67,0.34%
12/03/2021,120.26,0.23%
12/02/2021,119.99,0.12%
12/01/2021,119.85,-0.34%
11/30/2021,120.26,0.08%
11/29/2021,120.16,0.31%
11/26/2021,119.79,0.48%
11/25/2021,119.22,0.16%
11/24/2021,119.03,-0.04%
11/23/2021,119.08,0.04%
11/22/2021,119.03,0.21%
11/18/2021,118.78,-0.04%
11/17/2021,118.83,-0.14%
11/16/2021,119.0,-0.14%
11/15/2021,119.17,0.06%
11/12/2021,119.1,-0.10%
11/11/2021,119.22,0.17%
11/10/2021,119.02,0.47%
11/09/2021,118.46,0.03%
11/08/2021,118.42,-0.60%
11/03/2021,119.13,-0.29%
11/02/2021,119.48,-0.25%
11/01/2021,119.78,-0.02%
10/29/2021,119.8,-0.06%
10/28/2021,119.87,-0.14%
10/27/2021,120.04,0.09%
10/26/2021,119.93,-0.16%
10/25/2021,120.12,0.25%
10/22/2021,119.82,0.03%
10/21/2021,119.78,-0.01%
10/20/2021,119.79,-0.62%
10/18/2021,120.54,0.11%
10/14/2021,120.41,-0.14%
10/13/2021,120.58,-0.20%
10/12/2021,120.82,0.21%
10/11/2021,120.57,0.49%
10/08/2021,119.98,0.28%
10/07/2021,119.64,-0.27%
10/06/2021,119.96,0.71%
10/05/2021,119.11,0.18%
10/04/2021,118.9,0.27%
10/01/2021,118.58,-0.15%
09/30/2021,118.76,0.10%
09/29/2021,118.64,0.15%
09/28/2021,118.46,0.27%
09/27/2021,118.14,0.20%
09/24/2021,117.91,0.07%
09/23/2021,117.83,-0.30%
09/22/2021,118.19,0.35%
09/21/2021,117.78,-0.17%
09/20/2021,117.98,0.36%
09/17/2021,117.56,-0.05%
09/16/2021,117.62,0.03%
09/15/2021,117.58,-0.25%
09/14/2021,117.88,0.01%
09/13/2021,117.87,0.23%
09/09/2021,117.6,-0.14%
09/08/2021,117.76,0.25%
09/07/2021,117.47,0.43%
09/06/2021,116.97,0.12%
09/03/2021,116.83,-0.05%
09/02/2021,116.89,-0.04%
09/01/2021,116.94,0.12%
08/31/2021,116.8,-0.36%
08/30/2021,117.22,-0.57%
08/27/2021,117.89,-0.72%
08/26/2021,118.74,-0.04%
08/25/2021,118.79,0.07%
08/24/2021,118.71,-0.03%
08/23/2021,118.74,-0.24%
08/20/2021,119.02,0.20%
08/18/2021,118.78,-0.15%
08/17/2021,118.96,0.13%
08/13/2021,118.8,-0.01%
08/12/2021,118.81,-0.24%
08/11/2021,119.09,0.02%
08/10/2021,119.07,0.21%
08/09/2021,118.82,0.13%
08/06/2021,118.66,0.00%
08/05/2021,118.66,-0.03%
08/04/2021,118.7,-0.13%
08/03/2021,118.85,-0.08%
08/02/2021,118.94,-0.10%
07/30/2021,119.06,0.17%
07/29/2021,118.86,-0.12%
07/28/2021,119.0,-0.12%
07/27/2021,119.14,0.06%
07/26/2021,119.07,0.03%
07/23/2021,119.04,-0.08%
07/22/2021,119.14,-0.20%
07/20/2021,119.38,-0.34%
07/19/2021,119.79,0.41%
07/16/2021,119.3,0.03%
07/15/2021,119.26,-0.06%
07/14/2021,119.33,0.12%
07/13/2021,119.19,-0.10%
07/12/2021,119.31,-0.09%
07/09/2021,119.42,-0.09%
07/08/2021,119.53,0.13%
07/07/2021,119.38,0.09%
07/06/2021,119.27,0.33%
07/05/2021,118.88,-0.59%
07/02/2021,119.58,0.23%
07/01/2021,119.3,0.32%
06/30/2021,118.92,0.14%
06/29/2021,118.75,0.04%
06/28/2021,118.7,-0.02%
06/25/2021,118.72,0.05%
06/24/2021,118.66,-0.14%
06/23/2021,118.83,-0.13%
06/22/2021,118.98,0.35%
06/21/2021,118.56,0.32%
06/18/2021,118.18,-0.29%
06/17/2021,118.52,1.02%
06/16/2021,117.32,0.02%
06/15/2021,117.3,0.06%
06/14/2021,117.23,0.27%
06/11/2021,116.91,0.03%
06/10/2021,116.88,0.10%
06/09/2021,116.76,0.12%
06/08/2021,116.62,0.12%
06/07/2021,116.48,-0.27%
06/04/2021,116.79,0.12%
06/03/2021,116.65,-0.25%
